proyecto_id;titulo;fecha_inicio;fecha_finalizacion;monto_financiado_solicitado;monto_financiado_adjudicado;cantidad_miembros_F;cantidad_miembros_M;cantidad_miembros_S/D;area;subarea;tipo_proyecto
13343;Aproximación de Funciones;2/3/15;31/12/17;2740000;2740000;7;5;0;CIENCIAS NATURALES Y EXACTAS;Otras Ciencias Naturales y Exactas;Ciencia
13344;Interacciones magnéticas en sistemas topológicos y transporte cuántico;2/3/15;31/12/17;1500000;1500000;3;3;0;CIENCIAS NATURALES Y EXACTAS;Otras Ciencias Naturales y Exactas;Ciencia
13345;SUSTANCIAS QUE CONDICIONAN EL AMBIENTE ACUATICO PARA LA PESCA ARTESANAL Y LA MARICULTURA: IDENTIFICACIÓN DE POTENCIALES AGENTES NOCIVOS Y EVALUACIÓN DE METODOLOGÍAS PARA SU DEGRADACIÓN;1/1/15;31/12/16;5500000;5500000;12;5;0;CIENCIAS NATURALES Y EXACTAS;Otras Ciencias Naturales y Exactas;Ciencia
13362;Rol del factor de transcripción p63 y de la enzima oxido nítrico sintasa inducible (iNOS) durante la progresión de tumores de mama y de vejiga de tipo basal. Análisis de la modulación del estroma tumoral por inhibidores de iNOS.;2/3/15;31/12/17;1499750;1499750;6;2;0;CIENCIAS MÉDICAS Y DE LA SALUD;Otras Ciencias Médicas;Ciencia
13363;PAPEL DIFERENCIAL DE LAS ISOFORMAS DEL RECEPTOR DE PROGESTERONA EN EL DESARROLLO PRENEOPLASICO DE LA GLANDULA MAMARIA EN EL CONTEXTO DE LAS CELULAS CON CARACTERISTICAS STEM;2/3/15;31/12/17;1500000;1500000;4;0;0;CIENCIAS MÉDICAS Y DE LA SALUD;Otras Ciencias Médicas;Ciencia
13365;Carcinogénesis de la mucosa bucal: rol de KLF4 y su posible relación con la vía de señalización celular de TGF-beta;2/3/15;31/12/17;1500000;1500000;4;0;0;CIENCIAS MÉDICAS Y DE LA SALUD;Otras Ciencias Médicas;Ciencia
13366;Antígenos de Fasciola hepatica en la inducción de respuestas inmunes protectivas o inmunomoduladoras;2/3/15;31/12/17;3000000;3000000;8;1;0;CIENCIAS MÉDICAS Y DE LA SALUD;Otras Ciencias Médicas;Ciencia
13367;EFECTO DE DIFERENTES ISOFORMAS DE LA PROTEÍNA QUINASA C (PKC) EN LA MODULACIÓN DEL FENOTIPO TRANSFORMADO DE CÉLULAS MAMARIAS. EVALUACIÓN DE LA ALTERACIÓN EN LA SENSIBILIDAD A RETINOIDES;2/3/15;31/12/17;1500000;1500000;3;2;0;CIENCIAS MÉDICAS Y DE LA SALUD;Otras Ciencias Médicas;Ciencia
13368;REGULACIÓN DE LAS MAP QUINASA FOSFATASAS (MKPs) A MÚLTIPLES NIVELES Y SU IMPACTO EN LA RESPUESTA CELULAR A ESTÍMULOS MITOGÉNICOS Y ESTRESORES;2/3/15;31/12/17;3000000;3000000;5;3;0;CIENCIAS MÉDICAS Y DE LA SALUD;Otras Ciencias Médicas;Ciencia
13369;EL DESARROLLO DE IMPLANTES ENDOMETRIÓSICOS ES PROMOVIDO POR LA ACCIÓN DEL MICROAMBIENTE INFLAMATORIO MODIFICADO POR LA DEFICIENCIA DE TNFRp55.;2/3/15;31/12/17;1500000;1500000;4;0;0;CIENCIAS MÉDICAS Y DE LA SALUD;Otras Ciencias Médicas;Ciencia
13370;Relaciones funcionales novedosas entre indicadores tomográficos, densitométricos y dinamométricos óseos y musculares humanos, con correlato biomecánico y aplicaciones diagnósticas;2/3/15;31/12/17;3000000;3000000;1;3;0;CIENCIAS MÉDICAS Y DE LA SALUD;Otras Ciencias Médicas;Ciencia
13371;Mecanismos de acción de las hormonas ováricas sobre la proliferación y diferenciación de células de endometrio: análisis genómico de la expresión génica inducida por hormonas.;2/3/15;31/12/17;3000000;3000000;3;2;0;CIENCIAS MÉDICAS Y DE LA SALUD;Otras Ciencias Médicas;Ciencia
13372;MONITOREO DE ENTEROPARÁSITOS Y FACTORES DE RIESGO ASOCIADOS A TRAVÉS DE UN ENFOQUE UNA SALUD EN LA REGIÓN DE TRIPLE FRONTERA DEL NORESTE ARGENTINO: DETERMINANTES SOCIO-AMBIENTALES Y MODELOS GEO-ESPACIALES PARA SU VIGILANCIA Y CONTROL.;2/3/15;31/12/17;29993832;29993832;2;5;0;CIENCIAS MÉDICAS Y DE LA SALUD;Otras Ciencias Médicas;Ciencia
13373;La vascularización del trofoblasto como blanco de la inflamación durante la implantación embrionaria. Estudio del efecto protector de la decidua y los mediadores lipídicos.;2/3/15;31/12/17;3000000;3000000;5;1;0;CIENCIAS MÉDICAS Y DE LA SALUD;Otras Ciencias Médicas;Ciencia
13378;ENSAYOS ANALÍTICOS DE MUESTRAS DECOMISADAS DE PASTA BASE DE COCAÍNA (PACO). IMPACTO BIOLOGICO EN UN MODELO EXPERIMENTAL MURINO UTILIZANDO UN ENFOQUE MULTIDISCIPLINARIO;1/1/15;31/12/16;2689000;2689000;8;4;0;CIENCIAS MÉDICAS Y DE LA SALUD;Otras Ciencias Médicas;Ciencia
13379;Evaluación de potenciales biomarcadores en patologías infecciosas, neuroendócrinas, oncológicas y cognitivas de importancia en el Noroeste de la Provincia de Buenos Aires.;1/1/15;31/12/16;6000000;6000000;12;3;0;CIENCIAS MÉDICAS Y DE LA SALUD;Otras Ciencias Médicas;Ciencia
13384;EN NOMBRE DEL DERECHOCausas colectivas y  movilización legal en la Argentina contemporánea;2/3/15;31/12/17;1500;1500;2;3;0;CIENCIAS SOCIALES;Otras Ciencias Sociales;Ciencia
13385;Violencia y medios de comunicación. La construcción de las representaciones legítimas sobre la violencia en el campo futbolístico;2/3/15;31/12/17;1500000;1500000;4;11;0;CIENCIAS SOCIALES;Otras Ciencias Sociales;Ciencia
13387;La apropiación de la renta petrolera diferencial por distintos sujetos sociales en Argentina comparado con Venezuela y Brasil (2002 a la actualidad);1/1/15;31/12/16;3945840;3945840;2;3;0;HUMANIDADES;Otras Humanidades;Ciencia
13393;Moléculas involucradas en la homeostasis tisular y en la morfogénesis;2/3/15;31/12/17;1500000;1500000;8;4;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13395;Impacto del Micromedioambiente Tumoral en Células Madres Tumorales.;2/3/15;31/12/17;4500000;4500000;5;5;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13402;Los mamíferos del Mioceno tardío y Plioceno de Jujuy (Quebrada de Humahuaca) y Bolivia (Achiri y Pomata-Ayte): implicancias biogeográficas, evolutivas, y biocronológicas;2/3/15;31/12/17;1500000;1500000;2;4;0;CIENCIAS NATURALES Y EXACTAS;Ciencias de la Tierra y relacionadas con el Medio Ambiente;Ciencia
13408;Recomendación Personalizada a Grupos de Usuarios Basada en Sistemas Multi-agente;2/3/15;31/12/17;2950000;2950000;2;4;0;CIENCIAS NATURALES Y EXACTAS;Ciencias de la Computación e Información;Ciencia
13421;Factores condicionantes en la adherencia al tratamiento de enfermedades cronicas;2/3/15;31/12/17;1480000;1480000;4;2;0;CIENCIAS MÉDICAS Y DE LA SALUD;Medicina Básica;Ciencia
13430;Recuperación post-inundación de leguminosas forrajeras del género Lotus. Un enfoque ecofisiológico del uso de RILs y mutantes de Lotus japonicus como especie modelo.;2/3/15;31/12/17;1451340;1451340;3;2;0;CIENCIAS AGRÍCOLAS;Agricultura, Silvicultura y Pesca;Ciencia
13431;Resistencia a herbicidas en malezas conferida por mutaciones de punto: estimación de la aptitud ecológica a través del esfuerzo reproductivo bajo selección por herbicidas y germinación en ambientes térmicos y lumínicos contrastantes;2/3/15;31/12/17;1500000;1500000;1;2;0;CIENCIAS AGRÍCOLAS;Agricultura, Silvicultura y Pesca;Ciencia
13437;MODULACIÓN DEL METABOLISMO RUMINAL DEL AZUFRE E HIDRÓGENO. UNA ALTERNATIVA PARA REDUCIR LA METANOGÉNESIS Y MEJORAR EL USO DE AGUAS DE BEBIDA CON ELEVADO CONTENIDO DE SULFATOS EN RUMIANTES;1/1/15;31/12/16;4900000;4900000;4;3;0;CIENCIAS AGRÍCOLAS;Ciencias Veterinarias;Ciencia
13438;Desarrollo de un kit diagnóstico para la detección simultánea de infecciones que afectan la producción del ganado bovino: Campilobacteriosis y Tricomoniosis.;1/1/15;31/12/16;7000000;7000000;4;5;0;CIENCIAS AGRÍCOLAS;Ciencias Veterinarias;Ciencia
13443;¿Renovación de las elites? Perfiles sociológicos, modos de interacción y posicionamientos públicos de las elites políticas, económicas y tecnocráticas durante los años kirchneristas (2003-2015).;2/3/15;31/12/17;5850000;4850000;12;8;0;CIENCIAS SOCIALES;Sociología;Ciencia
13501;Efecto Kondo y frustración magnética en materiales fuertemente correlacionados;2/3/15;31/12/17;7199900;7199900;2;8;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13502;Relación entre dinámica y estructura en materia blanda y activa;2/3/15;31/12/17;3000000;2500000;0;5;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13503;Modelización de nuevos materiales con electrones fuertemente interactuantes;2/3/15;31/12/17;3000000;3000000;3;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13504;Desarrollo de nuevas nanoestructuras y simetrías mediante films delgados de polímeros auto-organizativos.;2/3/15;31/12/17;4500000;4500000;3;5;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13543;Geometría y efectos no perturbativos en teoría cuántica de campos;2/3/15;31/12/17;8550000;8550000;1;12;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13544;Sistemas cuánticos complejos: equilibración, caos, decoherencia y control.;2/3/15;31/12/17;4500000;4400000;2;4;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13545;Compactificaciones, dualidades y fenomenología de cuerdas;2/3/15;31/12/17;4500000;3500000;1;6;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13546;Fisica de campos y cuerdas. Aplicaciones a mecanica estadistica;2/3/15;31/12/17;4060000;4060000;3;9;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13561;Generación, almacenamiento y procesado de la información por métodos ópticos;2/3/15;31/12/17;3000000;3000000;2;4;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13562;Sistemas opto-digitales aplicados al procesamiento de información;2/3/15;31/12/17;3000000;3000000;1;3;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13574;Propiedades de magnetotransporte y magneto-ópticas de nanoestructuras y multicapas de óxidos semiconductores;2/3/15;31/12/17;3000000;3000000;3;5;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13575;Reorganización dinámica y memoria en sistemas fuera del equilibrio;2/3/15;31/12/17;4500000;4500000;3;5;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13576;Materiales nanoestructurados de aplicación en energías alternativas;2/3/15;31/12/17;3000000;3000000;3;6;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13580;Propiedades dinámicas de sistemas complejos: desde la materia condensada a la neurociencia;2/3/15;31/12/17;4500000;4500000;3;5;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13588;Modelado teórico y computacional para monitoreo y exploración geofísica;2/3/15;31/12/17;1450000;1450000;2;3;0;CIENCIAS NATURALES Y EXACTAS;Ciencias de la Tierra y relacionadas con el Medio Ambiente;Ciencia
13596;Efecto de las interacciones en la difusión y en el transporte de partículas y de cadenas;2/3/15;31/12/17;2700000;2700000;0;4;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13597;Estudio de interacciones fundamentales a altas energias.;2/3/15;31/12/17;3000000;3000000;2;5;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Físicas;Ciencia
13611;DESARROLLO DE NUEVAS FASES ESTACIONARIAS Y PSEUDO-ESTACIONARIAS PARA ELECTROFORESIS CAPILAR APLICADAS EN SISTEMAS BIOLÓGICOS Y AMBIENTALES.;2/3/15;31/12/17;1050000;1050000;7;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Químicas;Ciencia
13620;Sistemas moleculares funcionales basados en compuestos de coordinación;2/3/15;31/12/17;5850000;5850000;5;11;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Químicas;Ciencia
13621;La interfaz mineral-solución acuosa. Reacciones entre la superficie de óxidos metálicos y sustancias de interés ambiental.;2/3/15;31/12/17;5850000;5850000;5;4;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Químicas;Ciencia
13637;Síntesis de oligosacáridos, inhibidores y análogos para el estudio de enzimas de microorganismos patógenos: Trans-sialidasa, Galactofuranosidasas y Galactofuranosiltransferasas.;2/3/15;31/12/17;4500000;4500000;5;3;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Químicas;Ciencia
13638;Diseño, síntesis y evaluación de glicomiméticos, macromoléculas y nanomateriales.;2/3/15;31/12/17;7200000;7200000;12;7;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Químicas;Ciencia
13651;Materiales basados en óxidos  para aplicaciones en Energía;2/3/15;31/12/17;9900000;9900000;6;8;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Químicas;Ciencia
13677;Aspectos Mecánico-estadísticos de Fluidos en Ambientes Espacialmente Inhomogéneos;2/3/15;31/12/17;5790000;5790000;1;8;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Químicas;Ciencia
13678;Materiales activos para baterías de litio de nueva generación: desarrollos experimentales y teóricos;2/3/15;31/12/17;9900000;8550000;5;6;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Químicas;Ciencia
13679;Simulación de procesos fotofísicos en cicloparafenilenos, bases del andamiaje de nanotubos de carbono;2/3/15;31/12/17;1470000;1470000;1;3;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Químicas;Ciencia
13692;Aislamiento y cultivo de Tritrichomonas foetus mediante técnicas tradicionales y no tradicionales y evaluación de la potencial actividad trichomonicida de extractos vegetales provenientes de la región semiárida pampeana.;2/3/15;31/12/17;1400000;1400000;1;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Químicas;Ciencia
13703;Geoquímica de contaminantes naturales (As, F) en ambientes exógenos: implicancias en problemas ambientales estratégicos;2/3/15;31/12/17;1500000;1500000;4;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Químicas;Ciencia
13704;Biotransformación de Residuos de Actividades Agrícolas para la Producción de Compuestos de Alto Valor Agregado;1/1/15;31/12/16;5000000;5000000;4;4;0;CIENCIAS AGRÍCOLAS;Biotecnología Agropecuaria;Ciencia
13707;Síntesis de derivados de beta-ciclodextrinas aplicados al transporte de fármacos antihelmínticos. Caracterización estructural, modelado molecular y evaluación in-vivo de los nuevos complejos de inclusión;2/3/15;31/12/17;3000000;3000000;1;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Químicas;Ciencia
13708;Estudio de la inmovilización de TiO2 dopado y su aplicación en la degradación selectiva de fenoles en presencia de sustancias húmicas;2/3/15;31/12/17;1500000;1500000;4;0;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Químicas;Ciencia
13710;Las zoonosis parasitarias durante el Holoceno en Patagonia;2/3/15;31/12/17;1500000;1500000;1;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13711;Efecto del agregado de astaxantina natural sobre la estabilidad oxidativa de carnes de trucha arcoiris  (Oncorhynchus mykiss) y róbalo (Eleginops maclovinus),de importancia económica para Provincia  del Chubut.;2/3/15;31/12/17;1500000;1500000;3;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13755;Estudio de los mecanismos que confieren especificidad en la respuesta espacial y temporal en la regulación de la esteroidogénesis ante el estímulo hormonal en los diferentes sistemas productores de hormonas esteroides.;2/3/15;31/12/17;7200000;7200000;8;3;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13756;Rol de las modificaciones post-traduccionales de histonas y otras proteínas nucleares en la modulación de la cromatina y expresión génica en Toxoplasma gondii;2/3/15;31/12/17;5850000;5850000;8;4;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13757;Bases bioquímicas y moleculares involucradas en el desarrollo de la cresta neural y neurocristopatías derivadas;2/3/15;31/12/17;5850000;5850000;6;3;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13758;Rol de la funcionalidad glial en el comportamiento de tipo ansioso y depresivo derivados de adversidades tempranas.;2/3/15;31/12/17;1500000;1500000;3;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13759;Estudio de las isoenzimas de fosfolipasa C y su rol en interacciones planta-patógeno;2/3/15;31/12/17;1500000;1500000;2;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13760;Caracterización y función de las chaperonas moleculares  involucradas en el ensamblado de los complejos SNAREs en la reacción acrosomal en espermatozoides humanos;2/3/15;31/12/17;1500000;1500000;3;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13761;ESTUDIO DE LAS INTERACCIONES EPITELIO MESENQUIMALES DURANTE LA DIFERENCIACIÓN DE LAS CÉLULAS MADRE DEL FOLICULO PILOSO HUMANO Y SU MODULACIÓN POR FACTORES FISIOLÓLÓGICOS Y MEDIOAMBIENTALES;2/3/15;31/12/17;1500000;1500000;3;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13762;Estudio de la segregación de las capas germinales y  del establecimiento de límites entre derivados mesodérmicos en vertebrados;2/3/15;31/12/17;1500000;1500000;3;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13763;Caracterización de la enzima óxido nítrico sintasa (NOS) de Synechococcus PCC7335 y su utilización como herramienta biotecnológica para conferir tolerancia a la deficiencia de nitrógeno en plantas y bacterias;2/3/15;31/12/17;3000000;3000000;2;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13764;BIOGÉNESIS Y FUNCIÓN MITOCONDRIAL EN PLANTAS: PAPEL DE LOS GENES CYTC Y SURF1 EN EL CRECIMIENTO Y DESARROLLO VEGETAL;2/3/15;31/12/17;3000;3000;6;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13765;REPRODUCCIÓN EN LEVADURAS DE LOS DEFECTOS GENÉTICOS DE LAS ENFERMEDADES CONGÉNITAS DE GLICOSILACIÓN TIPO II DEBIDAS A MUTACIONES EN LA GLUCOSIDASA I;2/3/15;31/12/17;1500000;1500000;2;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13766;Rol de la Anhidrasa Carbónica IX y del Factor Inducible por Hipoxia en el Corazón Infartado de Rata;2/3/15;31/12/17;1500000;1500000;3;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13767;Determinación del patrón epigenético en pacientes adultos y pediátricos con LLA;2/3/15;31/12/17;1500000;1500000;1;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13850;Bivalvos y gasterópodos marinos como bioindicadores de contaminación por metales en areas costeras;2/3/15;31/12/17;1500000;1500000;2;0;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13851;Impacto de la intensidad en el uso de la tierra sobre la diversidad y abundancia poblacional de pequeños mamíferos en agroecosistemas del centro de Argentina;2/3/15;31/12/17;1500000;1500000;5;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13852;Efectos de ingenieros ecosistémicos invasores sobre aspectos del comportamiento reproductivo de Melita palmata (Amphipoda: Melitidae), en un escenario de cambio global debido al aumento de CO2 atmosférico.;2/3/15;31/12/17;1499000;1499000;3;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13853;BIODIVERSIDAD DE HELMINTOS PARÁSITOS DE PLANORBÍDEOS Y ANFIBIOS EN ARROCERAS  DE CORRIENTES, ARGENTINA;2/3/15;31/12/17;1500000;1500000;3;0;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13854;Roedores como plagas: ecología de especies reservorios de hantavirus y evaluación de métodos de control de roedores comensales;2/3/15;31/12/17;2999200;2999200;4;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13855;Paisajes dinámicos ante cambios futuros: respuesta funcional de herbívoros silvestres y domésticos a la dinámica del paisaje del noroeste patagónico.;2/3/15;31/12/17;1500000;1500000;1;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13856;CONSECUENCIAS DE LA INTRODUCCIÓN DE UNA PLANTA LEÑOSA INVASORA EN LA ECOFISIOLOGÍA DE AVES FRUGÍVORAS DEL CHACO SERRANO EN CORDOBA.;2/3/15;31/12/17;1498800;1498800;1;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13857;Interacción de ingeniería ecosistémica y estrés ambiental en ensambles costeros norpatagónicos;2/3/15;31/12/17;4500000;4500000;5;3;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13858;Respuesta de aves y mamíferos a las forestaciones de coníferas exóticas en la provincia de Neuquén: búsqueda de patrones y mecanismos subyacentes;2/3/15;31/12/17;2846600;2846600;2;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13859;Herpetofauna de las Salinas Grandes de Córdoba: conservación, diversidad y adaptaciones al medio salino;2/3/15;31/12/17;1500000;1500000;1;3;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13860;Uso de hábitat y distribución de mamíferos marinos en golfos norpatagónicos: integrando factores bióticos y abióticos;2/3/15;31/12/17;3000000;3000000;5;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13861;Factores naturales y antrópicos que regulan funciones y servicios ecosistémicos de sistemas costeros;2/3/15;31/12/17;8550000;8550000;7;5;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13862;EVOLUCION DE LAS ESTRATEGIAS REPRODUCTIVAS DE LAGARTOS DESDE UNA APROXIMACION  INTRA E INTERSPECIFICA;2/3/15;31/12/17;1500000;1500000;4;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13863;INDICADORES DE ESTRÉS OXIDATIVO EN PINGUINOS DE MAGALLANES AFECTADOS POR EL TURISMO;2/3/15;31/12/17;1310000;1310000;1;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13891;Manejo Integrado de los principales insectos plaga de la frutícultura en la Provincia de Catamarca.;1/1/15;31/12/16;49967292;4496710;7;10;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13892;La importancia de la biota nativa en la invasión de plantas exóticas en el Caldenal;1/1/15;31/12/16;7000000;3500000;1;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13903;Diversidad, dinámica y toxicidad del fitoplancton en distintos ambientes del Mar Argentino y Antártida;2/3/15;31/12/17;3000000;3000000;9;5;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13904;CULTIVO DE ALGAS Y ANÁLISIS DE BIOPRODUCTOS CON APLICACIONES BIOENERGÉTICAS, NUTRACÉUTICAS Y/O INDUSTRIALES;2/3/15;31/12/17;4500000;4500000;10;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13905;ESTUDIOS SISTEMATICOS Y FILOGENETICOS EN LA FAMILIA ASTERACEAE: GNAPHALIEAE Y CICHORIEAE AMERICANAS;2/3/15;31/12/17;1500000;1500000;3;0;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13926;Nematodos perjudiciales y benéficos para la agricultura: caracterización de poblaciones mediante análisis taxonómicos integradores, interacción parásito-hospedador y evaluación de alternativas de control biológico;2/3/15;31/12/17;3000000;3000000;5;4;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13927;EVOLUCIÓN EN ARTRÓPODOS: PATRONES Y MECANISMOS DE SELECCIÒN SEXUAL EN GRUPOS DE ARÁCNIDOS;2/3/15;31/12/17;3000000;3000000;2;5;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13928;Filogenia de Tinamiformes (Aves, Palaeognathae): evolución y biogeografía de las perdices.;2/3/15;31/12/17;1500000;1500000;4;0;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13929;Estructura genética poblacional de especies transmisoras de zoonosis virales.;2/3/15;31/12/17;3000000;3000000;6;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13930;EVOLUCIÓN, ONTOGENIA Y MODULARIDAD EN LOS DESPLIEGUES AÉREOS DE LAS VIUDITAS KNIPOLEGUS SPP. (AVES: TYRANNIDAE);2/3/15;31/12/17;1495000;1495000;1;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13996;MODELOS ANIMALES DE PLASTICIDAD VASCULAR Y NEUROGLIAL EN LA RETINA DE VERTEBRADOS. POSIBLES BLANCOS TERAPEUTICOS CON ACCION NEUROPROTECTORA Y REGENERATIVA.;2/3/15;31/12/17;4500000;4500000;8;6;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13997;Función mitocondrial, producción de radicales libres y daño oxidativo en modelos experimentales de envejecimiento y neurotoxicidad. Estudios comportamentales.;2/3/15;31/12/17;3000000;3000000;5;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13998;METABOLISMO, PROPIEDADES Y FUNCIONES DE LIPIDOS POLIINSATURADOS EN CÉLULAS DEL SISTEMA REPRODUCTOR;2/3/15;31/12/17;3000000;3000000;5;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
13999;'Mediadores lipídicos en el envejecimiento fisiológico y en un modelo de neurodegeneración. Acción de neuromoduladores';2/3/15;31/12/17;1500000;1500000;5;0;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
14000;Desarrollo de nuevos farmacos covalentes: inhibicion de la oncoproteina E7 del papillomavirus humano como blanco para el tratamiento del cancer como caso de estudio.;2/3/15;31/12/17;2930000;2930000;2;1;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
14031;Determinación, validación y refinamiento de estructuras de glicanos y glicoproteínas;2/3/15;31/12/17;1500000;1500000;0;3;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
14032;Regulación reciproca del volumen celular y de la concentración de ATP extracelular en eritrocitos humanos;2/3/15;31/12/17;6142500;6142500;3;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
14033;BIOMEMBRANAS Y PROTEINAS ASOCIADAS: ESTRUCTURA, DINÁMICA Y REACTIVIDAD;2/3/15;31/12/17;3000000;3000000;1;3;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
14034;Estudio y caracterización de nuevas estrategias terapéuticas en neuroprotección a partir de azúcares sulfatados y una clásica enzima glicolítica;2/3/15;31/12/17;5850000;5850000;7;2;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
14064;Interacción del Virus de la Bursitis Infecciosa Aviar con distintas organelas celulares y su papel en la replicación y ensamble de las partículas virales;2/3/15;31/12/17;1500000;1500000;3;0;0;CIENCIAS NATURALES Y EXACTAS;Ciencias Biológicas;Ciencia
